AssetTag,ToolKind,Status,StatusName,Description,Family,Component,DieGeneration,Customer,CavityCount,MacolaParts,Cavities,TotalShots,GoodShots,ShotLifePlanned,OverPlannedLife,Restated,Vendor,Acquired,Source,Note
TD0028,TrimDie,,Not in shots report,66VT Fuel Pump Trim Die,66V,FuelPump,,,,,,,,,,,Griffin Tool,2026-02-16,asset only,trim die - the shots report covers die-cast dies only
,DieMold,B,Backup,CIVIC RNA WATER PUMP -- die 7,RNA,WaterPump,7,Aisin,1,472-090,472-090 CIVIC RNA WATER PUMP,232450,217440,170000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5K8 Oil Pan -- die C,5K8,OilPan,C,American Honda,1,157-090,157-090 5K8 Oil Pan,132560,118570,135000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,HEAT SINK (ELESYS) -- die II/JJ,,HeatSink,II/JJ,Elesys,1,545-090,545-090 HEAT SINK (ELESYS),161044,149637,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,HEAT SINK (ELESYS) -- die UU/VV,,HeatSink,UU/VV,Elesys,1,545-090,545-090 HEAT SINK (ELESYS),97756,87569,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,B Adaptor DC -- die 1,,Adaptor,1,EMP,1,150-090,150-090 B Adaptor DC,129895,24216,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,C Adaptor DC -- die 1,,Adaptor,1,EMP,1,151-090,151-090 C Adaptor DC,159435,78477,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5MH Oil Pan DC -- die A,5MH,OilPan,A,FPI,1,450-090,450-090 5MH Oil Pan DC,112426,102769,100000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5MH Oil Pan DC -- die B,5MH,OilPan,B,FPI,1,450-090,450-090 5MH Oil Pan DC,126752,118066,135000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5J6-A000 Oil Pan -- die C,5J6,OilPan,C,Honda,1,156-090,156-090 5J6-A000 Oil Pan,12839,11192,135000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5LA Oil Pan -- die D,5LA,OilPan,D,Honda,1,510-090,510-090 5LA Oil Pan,222392,200655,135000,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5LA Oil Pan -- die H,5LA,OilPan,H,Honda,1,510-090,510-090 5LA Oil Pan,212540,186382,135000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,6B2 BASE COMP FUEL PUMP (DC) -- die B,6B2,FuelPump,B,Honda,1,631-090,631-090 6B2 BASE COMP FUEL PUMP (DC),265923,242042,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,RPY Fuel Pump -- die B,RPY,FuelPump,B,Honda,1,153-090,153-090 RPY Fuel Pump,135778,126903,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,RPY Fuel Pump -- die C,RPY,FuelPump,C,Honda,1,153-090,153-090 RPY Fuel Pump,101635,94742,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,RPY Holder Comp No 1 Exh Cam Lwr -- die D,RPY,CamHolder,D,Honda,4,"131-090,132-090,133-090,134-090",131-090 RPY Holder Comp No 1 Exh Cam Lwr; 132-090 RPY Holder Comp No 2 Exh Cam Lwr; 133-090 RPY Holder Comp No 3 Exh Cam Lwr; 134-090 RPY Holder Comp No 4 Exh Cam Lwr,184098,172760,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,W,Waiting for Approval,RPY Holder Comp No 1 Rkr Shaft -- die I,RPY,RockerShaft,I,Honda,1,135-090,135-090 RPY Holder Comp No 1 Rkr Shaft,188272,181091,0,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,W,Waiting for Approval,RPY Holder Comp No 2 Rkr Shaft -- die I,RPY,RockerShaft,I,Honda,3,"136-090,137-090,138-090",136-090 RPY Holder Comp No 2 Rkr Shaft; 137-090 RPY Holder Comp No 3 Rkr Shaft; 138-090 RPY Holder Comp No 4 Rkr Shaft,199013,189457,0,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,RPY Holder Comp No 5 Rkr Shaft -- die B,RPY,RockerShaft,B,Honda,1,139-090,139-090 RPY Holder Comp No 5 Rkr Shaft,290149,260134,150000,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,W,Waiting for Approval,RPY Holder Comp No 5 Rkr Shaft -- die C,RPY,RockerShaft,C,Honda,1,139-090,139-090 RPY Holder Comp No 5 Rkr Shaft,10089,9184,0,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5A2 Fuel Pump -- die S,5A2,FuelPump,S,Honda Anna Eng Plnt,1,567-090,567-090 5A2 Fuel Pump,212644,199361,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 Fuel Pump -- die T,5A2,FuelPump,T,Honda Anna Eng Plnt,1,567-090,567-090 5A2 Fuel Pump,171684,156552,150000,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5A2 HOLDER COMP NO 1-2 EX CAM -- die D,5A2,CamHolder,D,Honda Anna Eng Plnt,1,588-090,588-090 5A2 HOLDER COMP NO 1-2 EX CAM,164931,154587,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5A2 HOLDER COMP NO 1 IN CAM DC -- die D,5A2,CamHolder,D,Honda Anna Eng Plnt,2,"583-090,589-090",583-090 5A2 HOLDER COMP NO 1 IN CAM DC; 589-090 5A2 HOLDER COMP NO 3 EX CAM DC,230349,213816,200000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 HOLDER COMP NO 4 EX CAM DC -- die E,5A2,CamHolder,E,Honda Anna Eng Plnt,2,"590-090,591-090",590-090 5A2 HOLDER COMP NO 4 EX CAM DC; 591-090 5A2 HOLDER COMP NO 5 EX CAM DC,114394,107324,200000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 HOLDER COMP NO 1-2 EX CAM -- die E,5A2,CamHolder,E,Honda Anna Eng Plnt,1,588-090,588-090 5A2 HOLDER COMP NO 1-2 EX CAM,155177,146269,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 HOLDER COMP NO 1 IN CAM DC -- die E,5A2,CamHolder,E,Honda Anna Eng Plnt,2,"583-090,589-090",583-090 5A2 HOLDER COMP NO 1 IN CAM DC; 589-090 5A2 HOLDER COMP NO 3 EX CAM DC,236927,219748,200000,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 HOLDER COMP NO 2 IN CAM DC -- die G,5A2,CamHolder,G,Honda Anna Eng Plnt,4,"584-090,585-090,586-090,587-090",584-090 5A2 HOLDER COMP NO 2 IN CAM DC; 585-090 5A2 HOLDER COMP NO 3 IN CAM DC; 586-090 5A2 HOLDER COMP NO 4 IN CAM DC; 587-090 5A2 HOLDER COMP NO 5 IN CAM DC,256905,245895,200000,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 HOLDER COMP NO 6 EX CAM DC -- die C,5A2,CamHolder,C,Honda Anna Eng Plnt,1,592-090,592-090 5A2 HOLDER COMP NO 6 EX CAM DC,19663,18462,200000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 R/S #5  DC -- die R,5A2,RockerShaft,R,Honda Anna Eng Plnt,1,597-090,597-090 5A2 R/S #5  DC,91249,84357,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 R/S #1    DC -- die R,5A2,RockerShaft,R,Honda Anna Eng Plnt,1,593-090,593-090 5A2 R/S #1    DC,108080,104813,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5A2 R/S #1    DC -- die S,5A2,RockerShaft,S,Honda Anna Eng Plnt,1,593-090,593-090 5A2 R/S #1    DC,173744,165990,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5A2 R/S #4    DC -- die I,5A2,RockerShaft,I,Honda Anna Eng Plnt,1,596-090,596-090 5A2 R/S #4    DC,141883,134751,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5A2 R/S #3    DC -- die I,5A2,RockerShaft,I,Honda Anna Eng Plnt,1,595-090,595-090 5A2 R/S #3    DC,164402,157183,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5A2 R/S #2    DC -- die I,5A2,RockerShaft,I,Honda Anna Eng Plnt,1,594-090,594-090 5A2 R/S #2    DC,207472,197516,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 R/S #3    DC -- die J,5A2,RockerShaft,J,Honda Anna Eng Plnt,1,595-090,595-090 5A2 R/S #3    DC,138824,129216,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 R/S #2    DC -- die J,5A2,RockerShaft,J,Honda Anna Eng Plnt,1,594-090,594-090 5A2 R/S #2    DC,148696,138591,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,5A2 R/S #4    DC -- die J,5A2,RockerShaft,J,Honda Anna Eng Plnt,1,596-090,596-090 5A2 R/S #4    DC,158284,149521,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,5A2 R/S #5  DC -- die Q,5A2,RockerShaft,Q,Honda Anna Eng Plnt,1,597-090,597-090 5A2 R/S #5  DC,254943,231133,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,6AT (RT4) Cooler RTN -- die 7A/7B,,,7A/7B,Honda Anna Eng Plnt,1,569-090,569-090 6AT (RT4) Cooler RTN,118911,113412,175000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,6AT (RV2) CAP A L SIDE -- die 6A/6B,,,6A/6B,Honda Anna Eng Plnt,1,566-090,566-090 6AT (RV2) CAP A L SIDE,144031,137777,175000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,"6FB Holder Comp, No 1 Cam R -- die A & B",6FB,CamHolder,A & B,Honda Anna Eng Plnt,1,644-090,"644-090 6FB Holder Comp, No 1 Cam R",278147,266640,100000,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,W,Waiting for Approval,6MA Oil Pan (69F Finished) -- die F,6MA,OilPan,F,Honda Anna Eng Plnt,1,664-090,664-090 6MA Oil Pan (69F Finished),643,335,0,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,Housing Half Shaft Support -- die K/L,,HalfShaftSupport,K/L,Honda Anna Eng Plnt,1,540-090,540-090 Housing Half Shaft Support,166748,160685,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,Housing Half Shaft Support -- die M/N,,HalfShaftSupport,M/N,Honda Anna Eng Plnt,1,540-090,540-090 Housing Half Shaft Support,343018,331108,150000,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,P8A Oil Pan DC -- die M,P8A,OilPan,M,Honda Anna Eng Plnt,1,118-090,118-090 P8A Oil Pan DC,19505,17120,125000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,PGE Oil Pan DC -- die E,PGE,OilPan,E,Honda Anna Eng Plnt,1,111-090,111-090 PGE Oil Pan DC,159798,147492,125000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,R1A OIL PAN                 DC -- die E,R1A,OilPan,E,Honda Anna Eng Plnt,1,560-090,560-090 R1A OIL PAN                 DC,50961,46810,135000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,R5A (CRV) OIL PAN -- die H,R5A,OilPan,H,Honda Anna Eng Plnt,1,561-090,561-090 R5A (CRV) OIL PAN,74907,69419,135000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,R70 Thermo Cover -- die Q/R,R70,ThermoCover,Q/R,Honda Anna Eng Plnt,1,518-090,518-090 R70 Thermo Cover,244974,226652,150000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,RDJ Oil Pan DC -- die I,RDJ,OilPan,I,Honda Anna Eng Plnt,1,423-090,423-090 RDJ Oil Pan DC,199009,188715,125000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,RNA Oil Pan -- die M,RNA,OilPan,M,Honda Anna Eng Plnt,1,470-090,470-090 RNA Oil Pan,188279,172215,125000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,RNO (RNOX) OIL PAN          DC -- die P,RNO,OilPan,P,Honda Anna Eng Plnt,1,573-090,573-090 RNO (RNOX) OIL PAN          DC,147194,136237,135000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,RXO oil pan -- die A,RXO,OilPan,A,Honda Anna Eng Plnt,1,559-090,559-090 RXO oil pan,109116,101150,135000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,B,Backup,SZAX BASE SUPPORT HALF SHAFT -- die M,SZAX,HalfShaftSupport,M,Honda Anna Eng Plnt,1,574-090,574-090 SZAX BASE SUPPORT HALF SHAFT,154310,147874,125000,,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
,DieMold,C,Current,SZAX BASE SUPPORT HALF SHAFT -- die N,SZAX,HalfShaftSupport,N,Honda Anna Eng Plnt,1,574-090,574-090 SZAX BASE SUPPORT HALF SHAFT,320406,303285,125000,YES,,,,report only,"NO ASSET NUMBER - customer-owned/consigned, or pre-2019"
