SchemaName,TableName,Ord,ColumnName,DataType,Nullable,Identity_,IsPK
dbo,SerializedItemTransaction,1,SerializedItemTransactionID,int,NOT NULL,IDENTITY,PK
dbo,SerializedItemTransaction,2,SerializedItemID,int,NOT NULL
dbo,SerializedItemTransaction,3,WorkCellID,int,NOT NULL
dbo,SerializedItemTransaction,5,BeginTimestamp,datetime,NOT NULL
dbo,SerializedItemTransaction,6,EndTimestamp,datetime,NULL
dbo,SerializedItemTransaction,7,SerializedItemTransactionTypeID,int,NOT NULL
dbo,SerializedItemTransactionType,1,SerializedItemTransactionTypeID,int,NOT NULL,IDENTITY,PK
dbo,SerializedItemTransactionType,2,Name,nvarchar(100),NOT NULL
dbo,SerializedItemTransactionType,3,DisplayName,nvarchar(100),NOT NULL
dbo,SerializedItemTransactionType,4,Description,nvarchar(max),NULL
dbo,Site,1,SiteID,int,NOT NULL,IDENTITY,PK
dbo,Site,2,Name,nvarchar(100),NOT NULL
dbo,Site,3,Description,nvarchar(max),NULL
dbo,Site,4,CreatedTimestamp,datetime,NOT NULL
dbo,Site,5,ModifiedTimestamp,datetime,NOT NULL
dbo,SubLot,1,SubLotID,int,NOT NULL,IDENTITY,PK
dbo,SubLot,2,LotID,int,NOT NULL
dbo,SubLot,3,Number,int,NOT NULL
dbo,SubLot,4,Name,nvarchar(100),NOT NULL
dbo,SubLot,5,Quantity,"decimal(18,6)",NOT NULL
dbo,SubLot,6,IsAllocated,bit,NOT NULL
dbo,SubLotTransaction,1,SubLotTransactionID,int,NOT NULL,IDENTITY,PK
dbo,SubLotTransaction,2,SubLotID,int,NOT NULL
dbo,SubLotTransaction,3,WorkCellID,int,NOT NULL
dbo,SubLotTransaction,4,Timestamp,datetime,NOT NULL
dbo,SubLotTransaction,5,SubLotTransactionTypeID,int,NOT NULL
dbo,SubLotTransactionType,1,SubLotTransactionTypeID,int,NOT NULL,IDENTITY,PK
dbo,SubLotTransactionType,2,Name,nvarchar(100),NOT NULL
dbo,SubLotTransactionType,3,DisplayName,nvarchar(100),NOT NULL
dbo,SubLotTransactionType,4,Description,nvarchar(max),NULL
dbo,SystemLog,1,SystemLogID,int,NOT NULL,IDENTITY,PK
dbo,SystemLog,2,Level,char(1),NOT NULL
dbo,SystemLog,3,Timestamp,datetime,NOT NULL
dbo,SystemLog,4,Source,nvarchar(100),NOT NULL
dbo,SystemLog,5,EventID,nvarchar(100),NULL
dbo,SystemLog,6,Category,nvarchar(100),NULL
dbo,SystemLog,7,MachineName,nvarchar(256),NOT NULL
dbo,SystemLog,8,User,nvarchar(50),NULL
dbo,SystemLog,9,Details,nvarchar(max),NULL
dbo,SystemLog,10,Location,nvarchar(100),NULL
dbo,UnitOfMeasure,1,UnitOfMeasureID,int,NOT NULL,IDENTITY,PK
dbo,UnitOfMeasure,2,Name,nvarchar(100),NOT NULL
dbo,UnitOfMeasure,3,Description,nvarchar(max),NULL
dbo,UnitOfMeasure,6,PluralName,nvarchar(100),NOT NULL
